Marks,2025
720,0
719,0
718,0
717,0
716,0
715,0
714,0
713,0
712,0
711,0
710,0
709,0
708,1
707,1
706,2
705,3
704,4
703,6
702,9
701,10
700,12
699,13
698,14
697,15
696,17
695,18
694,20
693,23
692,25
691,28
690,30
689,34
688,37
687,41
686,45
685,51
684,56
683,61
682,66
681,73
680,76
679,88
678,89
677,93
676,101
675,113
674,118
673,127
672,126
671,132
670,147
669,153
668,156
667,159
666,165
665,186
664,182
663,199
662,207
661,212
660,225
659,244
658,251
657,258
656,263
655,285
654,304
653,312
652,320
651,326
650,350
649,400
648,450
647,520
646,600
645,690
644,700
643,810
642,920
641,1050
640,1180
639,1300
638,1430
637,1600
636,1693
635,1801
634,1827
633,1897
632,1952
631,2007
630,2065
629,2165
628,2176
627,2232
626,2289
625,2364
624,2466
623,2543
622,2566
621,2689
620,2789
619,2900
618,3110
617,3320
616,3560
615,3699
614,3802
613,3900
612,3974
611,4092
610,4230
609,4339
608,4373
607,4470
606,4575
605,4667
604,4845
603,4866
602,4982
601,5066
600,5194
599,5288
598,5456
597,5493
596,5584
595,5686
594,5843
593,5953
592,6029
591,6159
590,6282
589,6500
588,7100
587,7900
586,8650
585,9040
584,9689
583,9898
582,10017
581,10186
580,10419
579,10549
578,10721
577,10925
576,11045
575,11213
574,11459
573,11676
572,11773
571,12025
570,12158
569,12352
568,12474
567,12697
566,12954
565,13026
564,13335
563,13413
562,13581
561,13788
560,14044
559,14206
558,14433
557,14564
556,14713
555,14923
554,15300
553,15600
552,15800
551,15999
550,16400
549,17300
548,18000
547,19500
546,21200
545,22600
544,25100
543,26500
542,27200
541,28000
540,28726
539,29136
538,29646
537,29772
536,30109
535,30434
534,30798
533,31414
532,31646
531,31846
530,32114
529,32708
528,33041
527,33508
526,33565
525,33923
524,34375
523,34729
522,35097
521,35600
520,36200
519,38300
518,41200
517,42958
516,44123
515,45639
514,47610
513,48255
512,48391
511,48936
510,49491
509,50139
508,50321
507,51007
506,51496
505,52091
504,52250
503,52925
502,53106
501,53703
500,54046
499,54577
498,55186
497,55506
496,56173
495,56942
494,57858
493,59963
492,61966
491,63000
490,64200
489,66820
488,69230
487,72300
486,75625
485,78564
484,80654
483,82263
482,82367
481,83077
480,84084
479,84545
478,85322
477,85861
476,86636
475,87374
474,87948
473,88587
472,89525
471,90648
470,90854
469,91489
468,92190
467,92951
466,93889
465,94475
464,95300
463,96045
462,96727
461,97505
460,98136
459,99140
458,100211
457,101076
456,101199
455,102285
454,103108
453,103575
452,104605
451,105177
450,106480
449,107052
448,107468
447,108659
446,109108
445,111765
444,119632
443,121205
442,122899
441,124665
440,126335
439,129632
438,132654
437,136985
436,140003
435,143526
434,146427
433,147529
432,148570
431,149891
430,150823
429,151566
428,152754
427,153803
426,154535
425,155564
424,156661
423,157782
422,158997
421,160539
420,161156
419,162194
418,163344
417,165238
416,165572
415,166829
414,168407
413,169359
412,170993
411,171410
410,172153
409,174398
408,174746
407,175688
406,177260
405,178360
404,180323
403,180584
402,182328
401,182830
400,184186
399,185236
398,186715
397,187532
396,188931
395,190054
394,193655
393,197585
392,199352
391,200484
390,206005
389,209659
388,212058
387,216852
386,220456
385,223698
384,228789
383,230801
382,233384
381,233651
380,235098
379,236920
378,238268
377,239664
376,242195
375,243416
374,244213
373,245771
372,247442
371,248944
370,250260
369,251987
368,254625
367,255099
366,256931
365,257942
364,259826
363,261280
362,263561
361,264924
360,266657
359,267743
358,269385
357,271792
356,272428
355,274935
354,276054
353,277510
352,279855
351,280891
350,282866
